,Name,Title,Descriptions,Date
22,Eric Osterweil,"System for Simulation, Emulation, and Deployment of Heterogeneous Sensor Networks","Recently deployed Wireless Sensor Network systems (WSNs) are increasingly following heterogeneous designs, incorporating a mixture of elements with widely varying capabilities. The development and deployment of WSNs rides heavily on the availability of simulation, emulation, visualization and analysis support. In this work, we develop tools specifically to support heterogeneous systems, as well as to support the measurement and visualization of operational systems that is critical to addressing the inevitable problems that crop up in deployment. Our system differs from related systems in three key ways: in its ability to simulate and emulate heterogeneous systems in their entirety, in its extensive support for integration and interoperability between motes and microservers, and in its unified set of tools that capture, view, and analyze real time debugging information from simulations, emulations, and deployments.",1-Nov-04
23,Eric Osterweil,Habitat Monitoring with Sensor Networks,,1-Jun-04
24,Eric Osterweil,Tools for Deployment and Simulation of Heterogeneous Sensor Networks,,1-Apr-04
0,Robert Pettit,Paritial list of publications,,
0,Evgenios Kornaropoulos,Adversarial Examples for k-Nearest Neighbor Classifiers Based on Higher-Order Voronoi Diagrams,,35th Conference on Neural Information Processing Systems (NeurIPS'21)
1,Evgenios Kornaropoulos,Data Recovery on Encrypted Databases With k-Nearest Neighbor Query Leakage,,40th IEEE Symposium on Security and Privacy (Oakland'19)
2,Evgenios Kornaropoulos,Response-Hiding Encrypted Ranges: Revisiting Security via Parametrized Leakage-Abuse Attacks,,42th IEEE Symposium on Security and Privacy (Oakland'21)
3,Evgenios Kornaropoulos,The Price of Tailoring the Index to Your Data: Poisoning Attacks on Learned Index Structures,,48th ACM International Conference on Management of Data (SIGMOD'22)
4,Evgenios Kornaropoulos,The State of the Uniform: Attacks on Encrypted Databases Beyond the Uniform Query Distribution,,41st IEEE Symposium on Security and Privacy (Oakland'20)
0,Fang-Yi Yu,Cascades and Myopic Routing in Nonhomogeneous Kleinberg’s Small World Model,,17-Dec-17
1,Fang-Yi Yu,Engineering Agreement: The Naming Game with Asymmetric and Heterogeneous Agents.,,1-Jan-17
2,Fang-Yi Yu,Complex Contagions on Configuration Model Graphs with a Power-Law Degree Distribution,,11-Dec-16
3,Fang-Yi Yu,General Threshold Model for Social Cascades: Analysis and Simulations,,2016 ACM Conference on Economics and Computation
4,Fang-Yi Yu,Sybil Detection Using Latent Network Structure ,,2016 ACM Conference on Economics and Computation
0,Huzefa Rangwala,Predicting Preference Tags to Improve Item Recommendation,,30-Dec-14
1,Huzefa Rangwala,Convex Multi-task Learning using Hinge Loss,,12-Dec-14
2,Huzefa Rangwala,Convex Multi-task Learning using Hinge Loss,,12-Dec-14
3,Huzefa Rangwala,Machine Learning Approaches for Metagenomics,,1-Jan-14
4,Huzefa Rangwala,Relevant Subsequence Discovery with Sparse Dictionary Learning,"Relevant Subsequence Dictionary Learning (RS-DL) is an alternative method for applying Sparse Dictionary Learning to sequence datasets.
 In RS-DL, separate dictionaries are constructed for each sequence in a dataset from a set of ""relevant subsequence patterns,"" allowing interesting subsequences to be discovered.",1-Sep-13
5,Huzefa Rangwala,Relevant Subsequence Discovery with Sparse Dictionary Learning,"Relevant Subsequence Dictionary Learning (RS-DL) is an alternative method for applying Sparse Dictionary Learning to sequence datasets.
 In RS-DL, separate dictionaries are constructed for each sequence in a dataset from a set of ""relevant subsequence patterns,"" allowing interesting subsequences to be discovered.",1-Sep-13
6,Huzefa Rangwala,Joint Segmentation and Clustering in Text Corpuses,"The Joint Segmentation and Clustering (JSC) model combines ideas from topic modeling and segmental semi-Markov models.
 Compared to techniques where segmentation and clustering are performed individually, the JSC model improves performance both in recovering semantic information from documents and in producing concise representations.",1-Apr-13
7,Huzefa Rangwala,Multi-task Learning for Classifying Proteins Using Dual Hierarchies,,19-Dec-12
8,Huzefa Rangwala,A Family of Feed-forward Models for Sequence Classification,"We created a family of feed-forward models that has many similarities with convolutional neural networks. 
However, rather than using the standard convolutional layer, these networks extract informative features from protein sequences using a structure inspired by Profile Hidden Markov Models.
These networks are competitive with top-performing kernel methods on standard biological sequence datasets but use a significantly different mode of operation.",1-Sep-12
0,Jessica Lin,List of publications,,
0,Lishan Yang,Fault Site Pruning for Practical Reliability Analysis of GPGPU Applications,"GPGPU applications have huge unreachable exhaustive fault site space, so we propose our practical methodology of fault site pruning, to get accurate reliability assessment in a short time.",1-Oct-18
